{'id': 500001, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500381, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500382, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500383, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500384, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500385, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500386, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500387, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500388, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500389, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500390, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500391, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500392, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500393, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500394, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500395, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500396, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500397, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500398, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500399, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500400, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500401, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500402, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500403, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500404, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500405, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500406, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500407, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500408, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500409, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500410, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500411, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500412, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500413, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500414, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500415, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500416, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500417, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500418, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500419, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500420, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500421, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500422, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500423, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500424, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500425, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500426, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500427, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500428, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500429, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500430, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500431, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500432, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500433, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500434, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500435, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500436, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500437, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500438, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500439, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500440, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500441, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500442, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500443, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500444, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500445, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500446, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500447, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500448, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500449, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500450, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500451, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500452, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500453, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500454, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500455, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500456, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500457, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500458, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500459, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500460, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500461, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500462, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500463, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500464, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500465, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500466, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500467, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500468, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500469, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500470, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500471, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500472, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500473, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500474, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500475, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500476, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500477, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500478, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500479, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500480, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500481, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500482, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500483, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500484, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500485, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500486, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500487, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500488, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500489, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500490, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500491, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500492, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500493, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500494, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500495, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500496, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500497, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500498, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500499, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500500, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500501, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500502, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500503, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500504, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500505, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500506, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500507, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500508, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500509, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500510, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500511, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500512, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500513, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500514, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500515, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500516, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500517, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500518, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500519, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500520, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500521, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500522, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500523, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500524, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500525, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500526, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500527, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500528, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500529, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500530, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500531, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500532, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500533, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500534, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500535, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500536, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500537, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500538, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500539, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500540, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500541, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500542, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500543, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500544, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500545, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500546, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500547, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500548, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500549, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500550, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500551, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500552, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500553, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500554, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500555, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500556, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500557, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500558, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500559, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500560, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500561, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500562, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500563, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500564, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500565, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500566, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500567, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500568, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500569, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500570, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500571, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500572, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500573, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500574, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500575, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500576, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500577, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500578, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500579, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500580, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500581, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500582, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500583, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500584, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500585, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500586, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500587, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500588, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500589, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500590, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500591, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500592, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500593, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500594, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500595, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500596, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500597, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500598, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500599, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500600, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500601, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500602, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500603, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500604, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500605, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500606, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500607, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500608, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500609, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500610, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500611, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500612, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500613, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500614, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500615, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500616, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500617, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500618, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500619, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500620, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500621, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500622, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500623, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500624, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500625, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500626, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500627, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500628, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500629, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500630, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500631, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500632, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500633, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500634, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500635, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500636, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500637, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500638, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500639, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500640, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500641, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500642, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500643, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500644, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500645, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500646, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500647, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500648, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500649, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500650, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500651, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500652, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500653, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500654, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500655, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500656, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500657, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500658, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500659, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500660, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500661, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500662, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500663, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500664, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500665, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500666, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500667, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500668, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500669, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500670, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500671, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500672, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500673, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500674, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500675, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500676, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500677, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500678, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500679, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500680, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500681, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500682, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500683, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500684, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500685, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500686, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500687, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500688, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500689, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500690, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500691, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500692, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500693, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500694, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500695, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500696, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500697, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500698, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500699, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500700, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500701, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500702, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500703, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500704, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500705, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500706, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500707, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500708, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500709, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500710, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500711, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500712, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500713, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500714, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500715, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500716, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500717, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500718, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500719, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500720, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500721, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500722, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500723, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500724, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500725, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500726, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500727, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500728, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500729, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500730, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500731, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500732, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500733, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500734, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500735, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500736, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500737, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500738, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500739, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500740, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500741, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500742, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500743, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500744, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500745, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500746, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500747, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500748, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500749, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500750, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500751, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500752, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500753, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500754, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500755, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500756, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500757, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500758, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500759, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
