{'id': 500001, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500317, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500318, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500319, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500320, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500321, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500322, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500323, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500324, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500325, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500326, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500327, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500328, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500329, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500330, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500331, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500332, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500333, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500334, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500335, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500336, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500337, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500338, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500339, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500340, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500341, 'value': ['UNKNOWN'], 'test_case': 'EXIST2024'}
{'id': 500342, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500343, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500344, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500345, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500346, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500347, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500348, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500349, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500350, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500351, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500352, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500353, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500354, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500355, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500356, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500357, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500358, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500359, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500360, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500361, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500362, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500363, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500364, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500365, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500366, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500367, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500368, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500369, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500370, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500371, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500372, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500373, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500374, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500375, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500376, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500377, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500378, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500379, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500380, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500381, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500382, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500383, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500384, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500385, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500386, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500387, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500388, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500389, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500390, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500391, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500392, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500393, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500394, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500395, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500396, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500397, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500398, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500399, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500400, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500401, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500402, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500403, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500404, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500405, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500406, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500407, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500408, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500409, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500410, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500411, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500412, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500413, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500414, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500415, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500416, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500417, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500418, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500419, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500420, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500421, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500422, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500423, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500424, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500425, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500426, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500427, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500428, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500429, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500430, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500431, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500432, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500433, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500434, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500435, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500436, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500437, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500438, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500439, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500440, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500441, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500442, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500443, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500444, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500445, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500446, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500447, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500448, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500449, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500450, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500451, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500452, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500453, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500454, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500455, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500456, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500457, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500458, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500459, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500460, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500461, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500462, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500463, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500464, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500465, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500466, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500467, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500468, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500469, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500470, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500471, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500472, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500473, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500474, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500475, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500476, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500477, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500478, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500479, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500480, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500481, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500482, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500483, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500484, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500485, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500486, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500487, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500488, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500489, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500490, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500491, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500492, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500493, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500494, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500495, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500496, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500497, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500498, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500499, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500500, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500501, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500502, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500503, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500504, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500505, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500506, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500507, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500508, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500509, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500510, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500511, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500512, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500513, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500514, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500515, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500516, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500517, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500518, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500519, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500520, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500521, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500522, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500523, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500524, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500525, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500526, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500527, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500528, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500529, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500530, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500531, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500532, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500533, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500534, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500535, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500536, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500537, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500538, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500539, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500540, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500541, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500542, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500543, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500544, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500545, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500546, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500547, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500548, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500549, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500550, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500551, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500552, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500553, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500554, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500555, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500556, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500557, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500558, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500559, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500560, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500561, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500562, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500563, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500564, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500565, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500566, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500567, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500568, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500569, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500570, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500571, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500572, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500573, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500574, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500575, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500576, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500577, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500578, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500579, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500580, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500581, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500582, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500583, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500584, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500585, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500586, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500587, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500588, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500589, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500590, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500591, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500592, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500593, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500594, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500595, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500596, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500597, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500598, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500599, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500600, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500601, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500602, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500603, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500604, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500605, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500606, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500607, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500608, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500609, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500610, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500611, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500612, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500613, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500614, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500615, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500616, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500617, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500618, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500619, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500620, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500621, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500622, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500623, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500624, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500625, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500626, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500627, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500628, 'value': ['-'], 'test_case': 'EXIST2024'}
