{'id': 500001, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500437, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500438, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500439, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500440, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500441, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500442, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500443, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500444, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500445, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500446, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500447, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500448, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500449, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500450, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500451, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500452, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500453, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500454, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500455, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500456, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500457, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500458, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500459, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500460, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500461, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500462, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500463, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500464, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500465, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500466, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500467, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500468, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500469, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500470, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500471, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500472, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500473, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500474, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500475, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500476, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500477, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500478, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500479, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500480, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500481, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500482, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500483, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500484, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500485, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500486, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500487, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500488, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500489, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500490, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500491, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500492, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500493, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500494, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500495, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500496, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500497, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500498, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500499, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500500, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500501, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500502, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500503, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500504, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500505, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500506, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500507, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500508, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500509, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500510, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500511, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500512, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500513, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500514, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500515, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500516, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500517, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500518, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500519, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500520, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500521, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500522, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500523, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500524, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500525, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500526, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500527, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500528, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500529, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500530, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500531, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500532, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500533, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500534, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500535, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500536, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500537, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500538, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500539, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500540, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500541, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500542, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500543, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500544, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500545, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500546, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500547, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500548, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500549, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500550, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500551, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500552, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500553, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500554, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500555, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500556, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500557, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500558, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500559, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500560, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500561, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500562, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500563, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500564, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500565, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500566, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500567, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500568, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500569, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500570, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500571, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500572, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500573, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500574, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500575, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500576, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500577, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500578, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500579, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500580, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500581, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500582, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500583, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500584, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500585, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500586, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500587, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500588, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500589, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500590, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500591, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500592, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500593, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500594, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500595, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500596, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500597, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500598, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500599, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500600, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500601, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500602, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500603, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500604, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500605, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500606, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500607, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500608, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500609, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500610, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500611, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500612, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500613, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500614, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500615, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500616, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500617, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500618, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500619, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500620, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500621, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500622, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500623, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500624, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500625, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500626, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500627, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500628, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500629, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500630, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500631, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500632, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500633, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500634, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500635, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500636, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500637, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500638, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500639, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500640, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500641, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500642, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500643, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500644, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500645, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500646, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500647, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500648, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500649, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500650, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500651, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500652, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500653, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500654, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500655, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500656, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500657, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500658, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500659, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500660, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500661, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500662, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500663, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500664, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500665, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500666, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500667, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500668, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500669, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500670, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500671, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500672, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500673, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500674, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500675, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500676, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500677, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500678, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500679, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500680, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500681, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500682, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500683, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500684, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500685, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500686, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500687, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500688, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500689, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500690, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500691, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500692, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500693, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500694, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500695, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500696, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500697, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500698, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500699, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500700, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500701, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500702, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500703, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500704, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500705, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500706, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500707, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500708, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500709, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500710, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500711, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500712, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500713, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500714, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500715, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500716, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500717, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500718, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500719, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500720, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500721, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500722, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500723, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500724, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500725, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500726, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500727, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500728, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500729, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500730, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500731, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500732, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500733, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500734, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500735, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500736, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500737, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500738, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500739, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500740, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500741, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500742, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500743, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500744, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500745, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500746, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500747, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500748, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500749, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500750, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500751, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500752, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500753, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500754, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500755, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500756, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500757, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500758, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500759, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500760, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500761, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500762, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500763, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500764, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500765, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500766, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500767, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500768, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500769, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500770, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500771, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500772, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500773, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500774, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500775, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500776, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500777, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500778, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500779, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500780, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500781, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500782, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500783, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500784, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500785, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500786, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500787, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500788, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500789, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500790, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500791, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500792, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500793, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500794, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500795, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500796, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500797, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500798, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500799, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500800, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500801, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500802, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500803, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500804, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500805, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500806, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500807, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500808, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500809, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500810, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500811, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500812, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500813, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500814, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500815, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500816, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500817, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500818, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500819, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500820, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500821, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500822, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500823, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500824, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500825, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500826, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500827, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500828, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500829, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500830, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500831, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500832, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500833, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500834, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500835, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500836, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500837, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500838, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500839, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500840, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500841, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500842, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500843, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500844, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500845, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500846, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500847, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500848, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500849, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500850, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500851, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500852, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500853, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500854, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500855, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500856, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500857, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500858, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500859, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500860, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500861, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500862, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500863, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500864, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500865, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500866, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500867, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500868, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500869, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500870, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500871, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500872, 'value': '1', 'test_case': 'EXIST2024'}
